Edad,TipoEmpleo,Educación,EstadoCivil,Profesión,Raza,Género,CargaHorariaSemanal,IngresoAnual
58,Autónomo,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,60,50milO-
52,Privado,7º-8º,Casadx,Obrero,Negrx,Masculino,40,50milO-
22,Privado,Secundario,Casadx,Servicio,Blancx,Masculino,40,50milO-
58,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,40,+50mil
25,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
33,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
69,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
18,Privado,11º,Casadx,Servicio,Blancx,Masculino,35,50milO-
48,Autónomo,12º,Viudx,Ventas,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
26,Privado,UniversitarioIncompleto,Separadx,Obrero,Negrx,Masculino,20,50milO-
43,Gubernamental,Universitario,Solterx,Oficinista,Negrx,Masculino,50,50milO-
35,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,40,50milO-
33,Autónomo,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,5,50milO-
52,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,36,+50mil
62,Privado,Secundario,Viudx,Servicio,Negrx,Femenino,40,50milO-
50,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,40,+50mil
30,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,40,50milO-
25,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
19,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,27,50milO-
58,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,55,+50mil
41,Privado,Secundario,Solterx,Servicio,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
28,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,50,50milO-
33,Privado,Universitario,Solterx,Profesional,Blancx,Femenino,40,50milO-
51,Privado,Secundario,Divorciadx,Ventas,Blancx,Femenino,40,50milO-
27,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,60,50milO-
26,Privado,UniversitarioIncompleto,Solterx,Obrero,Negrx,Masculino,40,50milO-
19,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,40,50milO-
32,Privado,UniversitarioIncompleto,Casadx,Servicio,Negrx,Masculino,60,50milO-
27,Privado,Secundario,Separadx,Ventas,Blancx,Masculino,40,50milO-
50,Gubernamental,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
29,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
67,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,45,50milO-
53,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
58,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,60,50milO-
47,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Masculino,40,+50mil
30,Privado,Secundario,Solterx,Ventas,Blancx,Masculino,40,50milO-
40,Privado,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,48,+50mil
45,Privado,Universitario,Solterx,Obrero,Blancx,Masculino,32,50milO-
41,Privado,10º,Casadx,Obrero,Blancx,Masculino,40,50milO-
26,Privado,Tecnicatura,Solterx,Servicio,Blancx,Masculino,50,50milO-
27,Privado,11º,Casadx,Obrero,Blancx,Masculino,40,50milO-
44,Privado,Tecnicatura,Solterx,Oficinista,Blancx,Masculino,38,50milO-
72,Autónomo,7º-8º,Casadx,Obrero,Blancx,Masculino,50,50milO-
24,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
34,Privado,Secundario,Solterx,Obrero,Negrx,Masculino,40,50milO-
66,Autónomo,11º,Divorciadx,Servicio,Blancx,Femenino,40,+50mil
35,Privado,UniversitarioIncompleto,Divorciadx,Ventas,Blancx,Masculino,50,50milO-
37,Privado,11º,Casadx,Obrero,Blancx,Masculino,45,50milO-
65,Privado,9º,Casadx,Servicio,Blancx,Masculino,16,50milO-
23,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
52,Otro/Desconocido,Secundario,Separadx,Otro/Desconocido,Blancx,Masculino,40,50milO-
35,Privado,Tecnicatura,Casadx,Ventas,Blancx,Masculino,65,50milO-
43,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,50,50milO-
46,Gubernamental,Universitario,Casadx,Oficinista,Blancx,Masculino,45,+50mil
17,Privado,10º,Solterx,Ventas,Blancx,Femenino,10,50milO-
18,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Blancx,Femenino,40,50milO-
48,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
33,Autónomo,Universitario,Casadx,Obrero,Blancx,Masculino,75,50milO-
31,Gubernamental,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,30,50milO-
28,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
30,Privado,Secundario,Casadx,Obrero,Negrx,Masculino,30,50milO-
18,Privado,11º,Solterx,Obrero,Blancx,Masculino,5,50milO-
33,Autónomo,Secundario,Casadx,Ventas,Asiáticx/IsleñxDelPacífico,Masculino,45,50milO-
46,Autónomo,Magíster,Casadx,Oficinista,Blancx,Masculino,60,+50mil
50,Gubernamental,Magíster,Viudx,Profesional,Blancx,Femenino,60,50milO-
43,Autónomo,Universitario,Casadx,Ventas,Blancx,Masculino,60,+50mil
29,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
18,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
47,Autónomo,Universitario,Casadx,Profesional,Blancx,Masculino,60,+50mil
28,Privado,Secundario,Divorciadx,Oficinista,Blancx,Masculino,55,50milO-
60,Autónomo,Tecnicatura,Casadx,Servicio,Blancx,Femenino,40,50milO-
34,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
25,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Femenino,40,50milO-
19,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
35,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
41,Gubernamental,UniversitarioIncompleto,Divorciadx,Oficinista,Indígena/Esquimal,Femenino,38,50milO-
23,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
69,Autónomo,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,35,50milO-
44,Gubernamental,Doctorado,Solterx,Profesional,Blancx,Masculino,45,+50mil
49,Autónomo,Universitario,Casadx,Ventas,Blancx,Masculino,40,+50mil
31,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,53,50milO-
36,Privado,Universitario,Casadx,Servicio,Blancx,Masculino,40,+50mil
33,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,25,50milO-
35,Privado,Tecnicatura,Solterx,Obrero,Blancx,Masculino,50,50milO-
53,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,50,+50mil
32,Privado,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,40,+50mil
26,Privado,11º,Solterx,Ventas,Blancx,Masculino,45,50milO-
40,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,55,50milO-
35,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,60,+50mil
52,Autónomo,Secundario,Separadx,Oficinista,Blancx,Masculino,60,50milO-
32,Otro/Desconocido,Universitario,Solterx,Otro/Desconocido,Asiáticx/IsleñxDelPacífico,Femenino,1,50milO-
18,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,25,50milO-
58,Privado,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,60,+50mil
26,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
33,Autónomo,Secundario,Casadx,Obrero,Negrx,Masculino,40,50milO-
39,Privado,Magíster,Divorciadx,Oficinista,Blancx,Masculino,40,50milO-
47,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,40,50milO-
33,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
28,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,48,50milO-
48,Gubernamental,Magíster,Divorciadx,Profesional,Asiáticx/IsleñxDelPacífico,Femenino,50,50milO-
67,Autónomo,Universitario,Casadx,Ventas,Blancx,Masculino,40,+50mil
22,Autónomo,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,20,50milO-
62,Privado,UniversitarioIncompleto,Divorciadx,Profesional,Blancx,Femenino,40,50milO-
42,Autónomo,Magíster,Solterx,Profesional,Blancx,Masculino,45,50milO-
53,Privado,Doctorado,Casadx,Profesional,Blancx,Masculino,20,50milO-
64,Gubernamental,9º,Casadx,Servicio,Blancx,Masculino,40,50milO-
29,Privado,Universitario,Casadx,Servicio,Blancx,Masculino,40,50milO-
51,Privado,Universitario,Casadx,Oficinista,Blancx,Femenino,60,+50mil
64,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,50,50milO-
24,Privado,11º,Solterx,Profesional,Blancx,Masculino,40,+50mil
47,Privado,12º,Casadx,Oficinista,Blancx,Masculino,40,50milO-
35,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,+50mil
31,Privado,Magíster,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
64,Privado,Secundario,Casadx,Obrero,Negrx,Femenino,40,50milO-
38,Privado,Magíster,Casadx,Profesional,Blancx,Femenino,20,+50mil
42,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,50,+50mil
46,Privado,11º,Casadx,Obrero,Blancx,Masculino,40,50milO-
37,Privado,Secundario,Solterx,Oficinista,Blancx,Masculino,40,50milO-
30,Privado,Universitario,Solterx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,40,50milO-
33,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
52,Gubernamental,Universitario,Casadx,Profesional,Negrx,Masculino,40,50milO-
21,Privado,Secundario,Solterx,Oficinista,Negrx,Femenino,60,50milO-
48,Gubernamental,Secundario,Divorciadx,Servicio,Blancx,Masculino,40,50milO-
22,Privado,12º,Casadx,Obrero,Blancx,Masculino,60,50milO-
20,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,60,50milO-
80,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
47,Gubernamental,Tecnicatura,Separadx,Oficinista,Negrx,Femenino,40,50milO-
35,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,65,+50mil
37,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,45,+50mil
73,Privado,Secundario,Viudx,Oficinista,Blancx,Femenino,20,50milO-
45,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,30,50milO-
34,Privado,Secundario,Casadx,Obrero,Indígena/Esquimal,Masculino,63,50milO-
35,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
41,Privado,Magíster,Casadx,Profesional,Blancx,Femenino,40,+50mil
36,Privado,Secundario,Casadx,Obrero,Negrx,Masculino,40,50milO-
40,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,+50mil
26,Otro/Desconocido,Universitario,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
27,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,50,50milO-
52,Autónomo,Secundario,Casadx,Obrero,Negrx,Masculino,40,+50mil
45,Privado,Magíster,Divorciadx,Profesional,Blancx,Femenino,55,50milO-
39,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
30,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
38,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,60,+50mil
43,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,20,50milO-
38,Privado,Doctorado,Casadx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,60,+50mil
30,Privado,11º,Solterx,Obrero,Indígena/Esquimal,Masculino,40,50milO-
30,Privado,Tecnicatura,Solterx,Oficinista,Blancx,Masculino,40,50milO-
59,Autónomo,Secundario,Viudx,Obrero,Blancx,Masculino,24,50milO-
30,Gubernamental,UniversitarioIncompleto,Divorciadx,Oficinista,Negrx,Masculino,40,50milO-
43,Autónomo,Universitario,Casadx,Ventas,Blancx,Femenino,42,50milO-
49,Autónomo,Tecnicatura,Solterx,Oficinista,Blancx,Femenino,60,50milO-
40,Privado,FormaciónProfesional,Casadx,Profesional,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
34,Privado,11º,Casadx,Servicio,Blancx,Femenino,23,50milO-
47,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
57,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
64,Autónomo,Magíster,Casadx,Profesional,Blancx,Masculino,50,+50mil
35,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,30,50milO-
39,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,45,+50mil
90,Otro/Desconocido,10º,Divorciadx,Otro/Desconocido,Blancx,Femenino,7,50milO-
30,Gubernamental,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
71,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,40,+50mil
29,Privado,Universitario,Solterx,Obrero,Blancx,Masculino,40,50milO-
40,Privado,10º,Casadx,Obrero,Blancx,Masculino,50,+50mil
39,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,40,50milO-
53,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,+50mil
50,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,60,50milO-
50,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
28,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,50milO-
79,Otro/Desconocido,10º,Casadx,Otro/Desconocido,Blancx,Masculino,20,50milO-
70,Autónomo,Universitario,Viudx,Obrero,Blancx,Femenino,6,50milO-
44,Privado,UniversitarioIncompleto,Casadx,Obrero,Negrx,Masculino,40,50milO-
41,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,40,50milO-
27,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,40,50milO-
19,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,30,50milO-
18,Privado,11º,Solterx,Ventas,Blancx,Femenino,25,50milO-
37,Privado,Magíster,Solterx,Oficinista,Negrx,Masculino,50,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Ventas,Negrx,Femenino,15,50milO-
33,Privado,UniversitarioIncompleto,Casadx,Ventas,Indígena/Esquimal,Masculino,40,50milO-
53,Autónomo,Tecnicatura,Casadx,Obrero,Blancx,Masculino,45,+50mil
56,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
18,Privado,Secundario,Solterx,Ventas,Asiáticx/IsleñxDelPacífico,Femenino,20,50milO-
54,Gubernamental,Magíster,Solterx,Profesional,Blancx,Femenino,37,50milO-
40,Privado,7º-8º,Solterx,Servicio,Blancx,Masculino,20,50milO-
45,Privado,7º-8º,Casadx,Obrero,Indígena/Esquimal,Masculino,40,50milO-
27,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
48,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
35,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,55,+50mil
27,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,48,50milO-
72,Otro/Desconocido,Universitario,Casadx,Otro/Desconocido,Blancx,Masculino,20,+50mil
27,Privado,Secundario,Casadx,Ventas,Blancx,Femenino,45,50milO-
22,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,10,50milO-
29,Privado,Tecnicatura,Solterx,Oficinista,Blancx,Femenino,40,50milO-
34,Otro/Desconocido,Universitario,Divorciadx,Otro/Desconocido,Blancx,Femenino,40,50milO-
51,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,84,50milO-
54,Otro/Desconocido,Tecnicatura,Separadx,Otro/Desconocido,Negrx,Femenino,20,50milO-
25,Gubernamental,Universitario,Solterx,Ventas,Blancx,Femenino,40,50milO-
35,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,50,+50mil
36,Autónomo,Doctorado,Solterx,Profesional,Blancx,Femenino,40,50milO-
57,Privado,Secundario,Viudx,Servicio,Negrx,Femenino,54,50milO-
28,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,40,50milO-
34,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,42,50milO-
58,Privado,Secundario,Viudx,Servicio,Blancx,Femenino,38,50milO-
37,Gubernamental,Magíster,Casadx,Oficinista,Blancx,Masculino,55,+50mil
61,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
48,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,25,+50mil
64,Privado,11º,Casadx,Obrero,Blancx,Masculino,15,50milO-
50,Privado,10º,Casadx,Obrero,Blancx,Masculino,45,50milO-
34,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
21,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,80,50milO-
59,Autónomo,Secundario,Viudx,Servicio,Negrx,Femenino,20,50milO-
75,Gubernamental,UniversitarioIncompleto,Viudx,Oficinista,Blancx,Femenino,10,50milO-
30,Privado,Universitario,Casadx,Oficinista,Blancx,Femenino,40,50milO-
26,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,50milO-
20,Privado,Secundario,Solterx,Ventas,Negrx,Femenino,20,50milO-
53,Gubernamental,UniversitarioIncompleto,Separadx,Oficinista,Negrx,Femenino,40,50milO-
48,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,50,+50mil
33,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
47,Gubernamental,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
51,Privado,Universitario,Divorciadx,Oficinista,Blancx,Femenino,50,50milO-
54,Privado,Secundario,Casadx,Profesional,Blancx,Masculino,40,50milO-
51,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,55,+50mil
47,Privado,Universitario,Divorciadx,Oficinista,Blancx,Femenino,35,50milO-
34,Autónomo,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,45,+50mil
31,Autónomo,Secundario,Divorciadx,Servicio,Blancx,Masculino,60,50milO-
42,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,90,+50mil
24,Privado,UniversitarioIncompleto,Solterx,Oficinista,Negrx,Femenino,40,50milO-
18,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
79,Privado,7º-8º,Viudx,Servicio,Negrx,Masculino,5,50milO-
38,Privado,Secundario,Casadx,Ventas,Negrx,Femenino,40,50milO-
67,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
25,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Femenino,40,50milO-
47,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,40,50milO-
25,Privado,Secundario,Casadx,Profesional,Blancx,Femenino,20,50milO-
24,Otro/Desconocido,9º,Solterx,Otro/Desconocido,Blancx,Femenino,30,50milO-
24,Otro/Desconocido,UniversitarioIncompleto,Casadx,Otro/Desconocido,Blancx,Femenino,30,50milO-
47,Privado,Universitario,Casadx,Oficinista,Blancx,Femenino,40,+50mil
46,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
26,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,38,50milO-
32,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
26,Gubernamental,FormaciónProfesional,Solterx,Profesional,Asiáticx/IsleñxDelPacífico,Femenino,20,50milO-
52,Privado,Tecnicatura,Divorciadx,Oficinista,Blancx,Femenino,36,50milO-
61,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
46,Gubernamental,Tecnicatura,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
41,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
48,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,60,50milO-
41,Gubernamental,Universitario,Casadx,Profesional,Blancx,Masculino,45,+50mil
47,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,50milO-
33,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
22,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,10,50milO-
57,Autónomo,Magíster,Casadx,Ventas,Blancx,Masculino,50,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,30,50milO-
64,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
36,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,45,50milO-
18,Otro/Desconocido,12º,Solterx,Otro/Desconocido,Blancx,Femenino,40,50milO-
40,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
28,Otro/Desconocido,Secundario,Divorciadx,Otro/Desconocido,Blancx,Femenino,55,50milO-
40,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,50milO-
31,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,42,50milO-
32,Autónomo,Universitario,Casadx,Obrero,Blancx,Masculino,70,50milO-
42,Privado,5º-6º,Separadx,Obrero,Blancx,Femenino,40,50milO-
22,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
25,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,40,50milO-
27,Privado,UniversitarioIncompleto,Solterx,Oficinista,Negrx,Femenino,40,50milO-
21,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,20,50milO-
47,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,+50mil
56,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
31,Privado,UniversitarioIncompleto,Divorciadx,Servicio,Blancx,Femenino,35,50milO-
29,Privado,Universitario,Solterx,Ventas,Blancx,Femenino,50,+50mil
17,Privado,10º,Solterx,Servicio,Blancx,Masculino,40,50milO-
38,Privado,Secundario,Casadx,Obrero,Asiáticx/IsleñxDelPacífico,Masculino,40,50milO-
31,Privado,11º,Casadx,Obrero,Blancx,Masculino,40,+50mil
23,Privado,Secundario,Casadx,Ventas,Blancx,Femenino,40,50milO-
24,Privado,Universitario,Solterx,Servicio,Blancx,Femenino,30,50milO-
25,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,55,50milO-
64,Otro/Desconocido,Universitario,Casadx,Otro/Desconocido,Blancx,Masculino,3,50milO-
44,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Femenino,38,50milO-
48,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,60,50milO-
35,Privado,11º,Solterx,Obrero,Blancx,Masculino,40,50milO-
35,Privado,Universitario,Casadx,Servicio,Blancx,Masculino,40,50milO-
38,Privado,Magíster,Casadx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,40,50milO-
68,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,10,50milO-
59,Privado,Secundario,Divorciadx,Servicio,Negrx,Femenino,35,50milO-
43,Gubernamental,Universitario,Divorciadx,Profesional,Blancx,Femenino,50,50milO-
28,Privado,UniversitarioIncompleto,Solterx,Ventas,Negrx,Masculino,40,50milO-
50,Autónomo,Universitario,Divorciadx,Oficinista,Blancx,Masculino,50,50milO-
45,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,40,50milO-
17,Privado,11º,Solterx,Ventas,Blancx,Femenino,16,50milO-
44,Gubernamental,Magíster,Solterx,Profesional,Blancx,Masculino,33,+50mil
26,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,40,50milO-
27,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,49,50milO-
40,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,35,+50mil
45,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,43,50milO-
43,Autónomo,Universitario,Casadx,Profesional,Blancx,Masculino,40,+50mil
28,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,40,50milO-
54,Autónomo,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,40,50milO-
43,Privado,Universitario,Divorciadx,Oficinista,Negrx,Femenino,45,+50mil
40,Autónomo,Universitario,Casadx,Servicio,Otro,Masculino,40,+50mil
19,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,18,50milO-
24,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,45,50milO-
20,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,50,50milO-
55,Privado,Secundario,Solterx,Oficinista,Blancx,Masculino,54,50milO-
39,Privado,12º,Casadx,Obrero,Blancx,Masculino,45,50milO-
22,Privado,Tecnicatura,Solterx,Oficinista,Asiáticx/IsleñxDelPacífico,Femenino,30,50milO-
44,Autónomo,Tecnicatura,Casadx,Profesional,Blancx,Masculino,50,+50mil
30,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,40,50milO-
74,Privado,Secundario,Viudx,Ventas,Blancx,Femenino,26,50milO-
30,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
31,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
56,Otro/Desconocido,Secundario,Divorciadx,Otro/Desconocido,Negrx,Femenino,40,50milO-
59,Privado,Secundario,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
24,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
21,Privado,5º-6º,Solterx,Obrero,Blancx,Masculino,36,50milO-
51,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,48,+50mil
20,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,30,50milO-
33,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
51,Autónomo,Tecnicatura,Casadx,Profesional,Blancx,Femenino,30,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,15,50milO-
59,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
31,Gubernamental,Universitario,Solterx,Profesional,Blancx,Femenino,30,50milO-
39,Privado,UniversitarioIncompleto,Separadx,Obrero,Blancx,Masculino,45,50milO-
31,Privado,UniversitarioIncompleto,Solterx,Profesional,Blancx,Masculino,40,50milO-
46,Otro/Desconocido,Secundario,Separadx,Otro/Desconocido,Blancx,Femenino,36,50milO-
23,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,15,50milO-
57,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
67,Otro/Desconocido,Doctorado,Casadx,Otro/Desconocido,Blancx,Masculino,40,50milO-
35,Autónomo,1º-4º,Casadx,Oficinista,Blancx,Masculino,65,50milO-
40,Gubernamental,Doctorado,Casadx,Oficinista,Asiáticx/IsleñxDelPacífico,Masculino,40,+50mil
17,Privado,11º,Solterx,Servicio,Blancx,Masculino,20,50milO-
